"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cell_type","direction"
"E2F TARGETS",2.26949077273076e-29,3.70683492879357e-28,1.40995143033448,-0.602706936198124,-3.02195652312028,200,"HMGA1;NASP;CENPE;LBR;KIF18B;CKS1B;SMC4;SPAG5;KIF4A;AURKB;TACC3;SMC6;MELK;KIF2C;TOP2A;CKS2;H2AZ1;RFC3;PCNA;CHEK2;KPNA2;BIRC5;LMNB1;RRM2;GINS1;E2F8;EZH2;MKI67;BRCA1;DLGAP5;CTPS1;UNG;BARD1;CDK1;SPC24;DIAPH3;CDKN3;MCM5;DNMT1;SLBP;GSPT1;TUBG1;MYBL2;PSIP1;ESPL1;H2AX;CDCA8;MTHFD2;ORC6;NBN;DEPDC1;UBE2T;SPC25;ATAD2;RPA1;CDC20;HMGB3;MAD2L1;TUBB;USP1;CCNB2;CDC25A;CDCA3;HMMR;DSCC1;HNRNPD;CIT;TK1;ASF1B;HMGB2;PLK4;STMN1;PLK1;DCK;RAN;MCM4;PSMC3IP;MCM2;DEK;IPO7;BRMS1L;XRCC6;JPT1;ZW10;BUB1B;NCAPD2;BRCA2;ING3;MSH2;POLD1;MCM6;UBE2S;RBBP7;XPO1;POLD3;WEE1;GINS3;RAD21;RNASEH2A;DUT;TRIP13;CCNE1;RACGAP1;TMPO;PMS2;RAD51AP1;SSRP1;CENPM;HELLS;SMC1A;MCM3;SRSF2;DCLRE1B;MYC;MCM7;DCTPP1;PRIM2;RANBP1;PPM1D;TCF19;RPA3;RFC2;AK2","CD56_dim_CD16__NK","Down with age"
"EPITHELIAL MESENCHYMAL TRANSITION",0.00300797112347721,0.011337737311568,0.326351610990907,0.376052872672503,1.5821038105033,106,"TIMP1;IGFBP3;ENO2;LAMA2;MAGEE1;LOXL1;PLOD3;RHOB;LRP1;SGCB;VIM;GLIPR1;ADAM12;JUN;COL5A3;CD59;PFN2;COL6A2;MYL9;SDC4;IGFBP2;TPM1;COPA;PCOLCE;CADM1;PVR;PLAUR;TGFBI;SAT1;CRLF1","CD56_dim_CD16__NK","Up with age"
"G2M CHECKPOINT",1.39942245649762e-29,3.42858501841917e-28,1.40995143033448,-0.615755701622542,-3.07261729085166,194,"H2BC12;HMGA1;NUP50;RBM14;NUMA1;NASP;CENPE;FBXO5;KNL1;LIG3;E2F3;LBR;CKS1B;SMC4;KIF4A;AURKB;TACC3;CENPF;KIF15;KIF2C;TOP2A;CKS2;H2AZ1;KIF11;KPNA2;ODF2;STIL;NUSAP1;BIRC5;LMNB1;TPX2;EZH2;MKI67;NEK2;BARD1;KIF23;CDK1;POLQ;PML;E2F2;TLE3;CDKN3;PRC1;NDC80;MCM5;BUB1;GSPT1;MYBL2;CHMP1A;CDC6;TROAP;ESPL1;MAP3K20;H2AX;UBE2C;ORC6;MNAT1;PBK;CCNA2;HSPA8;HNRNPU;CDC20;HMGB3;MAD2L1;UPF1;CCNB2;TTK;CDC25A;RAD54L;HMMR;HNRNPD;KIF5B;TRAIP;PLK4;RAD23B;STMN1;PLK1;NSD2;TOP1;CDC45;MCM2;JPT1;H2AZ2;BCL3;BRCA2;DTYMK;CDC7;KIF20B;HMGN2;KMT5A;EXO1;MCM6;GINS2;ATRX;UBE2S;XPO1;RAD21;E2F1;SMC2;DR1;RACGAP1;TMPO;SMC1A;CCNF;MCM3;SRSF2;EWSR1;SLC12A2;MYC;CUL1;SLC7A5;PRIM2;CCNT1","CD56_dim_CD16__NK","Down with age"
"IL6 JAK STAT3 SIGNALING",0.00774779588565322,0.023727624899813,0.269842314478839,-0.377280952285612,-1.57859098413693,64,"CD38;STAT2;IL2RG;STAT1;CD9;IRF9;PTPN2;BAK1;HMOX1;ITGA4;MYD88;STAT3","CD56_dim_CD16__NK","Down with age"
"INFLAMMATORY RESPONSE",0.00912523599748269,0.0247025610002017,0.269842314478839,-0.302027162173556,-1.43174473595884,136,"IRF7;CALCRL;GPR183;LY6E;CCR7;CCRL2;GCH1;NOD2;CHST2;EIF2AK2;NMI;BST2;IFITM1;RGS1;ATP2C1;RHOG;LYN;SLC4A4;RIPK2;PDE4B;PTGER4;TNFSF9;SPHK1;ATP2B1;TLR2;CXCR6;SERPINE1;IL7R;GP1BA;RTP4;TNFSF10;SEMA4D;MYC;HBEGF;GNA15;IRF1;IL10;SLC1A2;IFNAR1;LTA;RELA;CD55;SLAMF1;NAMPT;IL15RA;KIF1B;ABCA1","CD56_dim_CD16__NK","Down with age"
"INTERFERON ALPHA RESPONSE",8.10325195548387e-29,9.92648364546774e-28,1.39518713415833,-0.746110133428594,-3.34189947762806,94,"LGALS3BP;IFI27;OAS1;USP18;GBP4;IRF7;PLSCR1;CNP;UBE2L6;STAT2;IFI44L;ISG15;PARP9;IRF9;SAMD9;PARP14;CMPK2;EPSTI1;IFI44;LY6E;SAMD9L;MX1;TAP1;IFI35;PSME2;OGFR;CCRL2;SP110;PSMB8;LAP3;TRAFD1;RSAD2;IFIT3;IFIH1;HERC6;EIF2AK2;IFITM2;MOV10;PARP12;TRIM25;NMI;BST2;DDX60;IFITM1;ADAR;ISG20;RNF31;TMEM140;PSME1;PSMB9;OASL;TRIM14;TRIM5;HELZ2;CD74;RIPK2;TRIM21","CD56_dim_CD16__NK","Down with age"
"INTERFERON GAMMA RESPONSE",5.76471122203853e-30,2.82470849879888e-28,1.42456271623384,-0.62662467956687,-3.09950918789425,183,"LGALS3BP;IFI27;CD38;USP18;GBP4;IRF7;RNF213;PLSCR1;UBE2L6;STAT2;ISOC1;IFI44L;ISG15;JAK2;STAT1;IRF9;XAF1;OAS2;PARP14;CMPK2;EPSTI1;IFI44;LY6E;SAMD9L;IFIT1;OAS3;MX1;RBCK1;TAP1;IFI35;PTPN2;PSME2;OGFR;PLA2G4A;SP110;PSMB8;GPR18;VAMP5;GCH1;LAP3;TRAFD1;RSAD2;IFIT3;IFIH1;HERC6;EIF2AK2;APOL6;IFITM2;PARP12;TRIM25;NMI;ZNFX1;BST2;DDX60;PML;TNFAIP3;NLRC5;PTGS2;ADAR;ISG20;MX2;MTHFD2;RNF31;PSME1;CASP4;RIGI;IRF8;PSMB9;SPPL2A;OASL;TRIM14;MYD88;STAT3;HELZ2;CD74;KLRK1;RIPK2;PSMB10;TRIM21;AUTS2;ARID5B;PDE4B;PSMB2;CIITA;ST3GAL5;ZBP1;IRF4;NUP93;WARS1;MVP;PSMA3;IRF5;NCOA3;NOD1;PNPT1;ITGB7;RAPGEF6;HLA-B;DHX58;CASP7;PIM1;RTP4;BANK1","CD56_dim_CD16__NK","Down with age"
"KRAS SIGNALING UP",0.000400066954714447,0.00217814230900088,0.49849310876659,-0.359265079018608,-1.68663057958944,124,"GUCY1A1;NIN;ADGRA2;ENG;IL2RG;BTBD3;ADAM8;SCG5;CCND2;PSMB8;CBR4;TSPAN13;ETS1;TRIB2;RBM4;TNFAIP3;PTGS2;SPRY2;SATB1;IRF8;SDCCAG8;CBX8;DOCK2;GNG11;FCER1G","CD56_dim_CD16__NK","Down with age"
"MITOTIC SPINDLE",1.78826176291327e-13,1.752496527655e-12,0.943632225232838,-0.480386577023282,-2.38887703275905,189,"NIN;NUMA1;CENPE;FBXO5;YWHAE;CEP250;SMC4;KIF4A;ECT2;CENPF;KIF15;KIF2C;TOP2A;CKAP5;KIF11;MAP1S;PKD2;NUSAP1;BIRC5;LMNB1;ANLN;TPX2;DLGAP5;NEK2;KIF23;CDK1;CDC42BPA;PRC1;CD2AP;NDC80;BUB1;ESPL1;TLK1;ATG4B;RASA2;ROCK1;RANBP9;HOOK3;RALBP1;TRIO;ARHGAP27;CCNB2;TTK;WASF2;KATNB1;DOCK2;ARF6;CNTROB;GEMIN4;PCNT;KIF5B;CYTH2;PLK1;SAC3D1;MYH9;STAU1;BRCA2;KNTC1;CLASP1;KIF20B;SPTAN1;ARL8A;PPP4R2;NET1;MAP3K11;CEP57;RASA1;APC;HDAC6;ARHGAP4;AKAP13;RAPGEF6;ARAP3;SOS1;RACGAP1;TAOK2;TSC1;PXN;NCK2","CD56_dim_CD16__NK","Down with age"
"MTORC1 SIGNALING",2.46207137200779e-05,0.000150801871535477,0.575610261071129,-0.344896171408721,-1.72102984515861,194,"CD9;IMMT;RRM2;GPI;TXNRD1;UNG;GSR;PSMC4;RPN1;HPRT1;HSPD1;SHMT2;BUB1;TUBG1;ACLY;MTHFD2;MLLT11;PHGDH;MTHFD2L;NFYC;RPA1;CDC25A;SLC1A4;PITPNB;PFKL;COPS5;HK2;PSMA4;CACYBP;PLK1;HSPE1;MCM4;MCM2;GAPDH;FDXR;MAP2K3;GGA2;SLA;STIP1;IFRD1;ATP6V1D;PSMD13;ACTR2;GCLC;WARS1;SLC6A6;PSMA3;UBE2D3;RIT1;TRIB3;TES;ADD3;SLC2A3;TPI1;PGK1;UCHL5;ENO1;SRD5A1;HSPA5;PSPH;CCNF;DDIT3;PSMC6;GSK3B;SLC7A5;CALR;LDHA;G6PD;PSMD14;NAMPT;TFRC;CCT6A;CYB5B;TBK1;CANX;DHFR;AURKA;EPRS1;IDH1;FKBP2;PPIA;DAPP1;NMT1;CDKN1A;ATP2A2;ABCF2","CD56_dim_CD16__NK","Down with age"
"MYC TARGETS V1",2.26435553265074e-09,1.8492236849981e-08,0.774939030136436,-0.409395192094022,-2.05269658764292,200,"YWHAE;PSMA1;TRIM28;PPM1G;CCT4;PRPS2;H2AZ1;HNRNPA2B1;PCNA;KPNA2;SERBP1;TYMS;CCT2;CTPS1;PSMC4;HPRT1;CCT3;HDAC2;MCM5;HSPD1;PSMD8;GSPT1;EIF3J;PCBP1;CCT5;SET;FAM120A;CCNA2;HNRNPU;EIF3B;CDC20;EIF4G2;MAD2L1;PSMD1;USP1;HNRNPR;UBE2L3;HNRNPD;COPS5;PSMA4;PTGES3;COX5A;RAD23B;RAN;SF3B3;CDC45;CCT7;HSPE1;MCM4;MCM2;RUVBL2;DEK;PSMB2;XRCC6;HNRNPA3;VDAC1;PSMA7;AP3S1;STARD7;IFRD1;PRDX3;CDK2;MCM6;LSM2;PABPC1;LSM7;PSMB3;SRPK1;MRPL23;XPO1;DUT;RNPS1;VBP1;PGK1;SRSF2;PHB1;MYC;EIF4A1;MCM7;CUL1;PSMC6;HNRNPC;RANBP1;LDHA;DDX21;PSMD14;KARS1;NOP16;KPNB1;PSMA6;TCP1;IARS1;U2AF1;EIF4H;CANX;SF3A1;TFDP1;BUB3;NME1;EPRS1;EIF2S1","CD56_dim_CD16__NK","Down with age"
"OXIDATIVE PHOSPHORYLATION",0.00359573114256613,0.0125850589989814,0.431707695803346,-0.290604435273171,-1.45370791710774,198,"IDH2;IMMT;HADHB;ATP5F1B;TIMM50;GPI;BDH2;CPT1A;ATP5F1C;CYCS;LDHB;SLC25A5;NDUFA2;PDP1;SLC25A20;TIMM13;BCKDHA;AIFM1;HTRA2;COX5A;MTX2;ETFA;VDAC2;RETSAT;VDAC1;SLC25A11;NDUFA9;PRDX3;ATP6V1D;ECH1;PDHB;ALAS1;ACAA1;ATP5MC3;BAX;NDUFB4;UQCRC1;COX10;ATP5MF;MFN2;MRPS30;ATP6V1F;IDH3G;UQCR10;NDUFB5;CASP7;COX15;MRPL35;ECHS1;FH;TCIRG1;RHOT1;NDUFA7;LDHA;MDH1;DECR1;CS;MRPS15;ATP6AP1;TIMM8B;NDUFA8;ATP6V0B;NDUFB6;MRPS12;NDUFS8;SUCLG1;IDH1;MDH2;UQCRC2;ACADVL;ATP6V1C1;NDUFA3;COX8A;TOMM22;HSD17B10","CD56_dim_CD16__NK","Down with age"
"PI3K AKT MTOR SIGNALING",0.00213233805652165,0.00870704706413006,0.431707695803346,-0.362026386675135,-1.62155121383698,94,"STAT2;IL2RG;CAMK4;FASLG;PTEN;TRAF2;CDK1;ARPC3;MYD88;MAPK1;AP2M1;RPS6KA3;CSNK2B;RAC1;MAP2K3;SLA;ATF1;CDK2;ACTR2;UBE2D3;RIT1;TRIB3;NOD1;MAP2K6;E2F1;RALB;PPP1CA;DDIT3;PPP2R1B;GSK3B;CALR;AKT1S1;RPS6KA1;TBK1;NCK1;PRKCB","CD56_dim_CD16__NK","Down with age"
"TNFA SIGNALING VIA NFKB",0.00203383883116301,0.00870704706413006,0.431707695803346,-0.299482006011623,-1.4681261534838,170,"GPR183;DENND5A;TAP1;CCRL2;GCH1;SNN;IFIH1;TNFAIP3;PTGS2;NR4A3;TIPARP;RIGI;PANX1;TNIP1;RIPK2;PDE4B;PTGER4;CCL4;GADD45A;MAP2K3;BCL3;TNFSF9;NFAT5;SPHK1;ATP2B1;TLR2;ZFP36;SERPINE1;IL7R;SIK1;MCL1;MAP3K8;KLF4;IRS2;SLC2A3;EFNA1;DUSP5;PFKFB3;FUT4;JAG1;PLK2;B4GALT1;VEGFA;REL;BTG3;PMEPA1;MYC;HBEGF;TNIP2;STAT5A;PHLDA2;FOSL2;BCL2A1;JUNB;IRF1;PLEK;CEBPD;RELA;NAMPT;DUSP4;DUSP2;IL15RA;BCL6;TSC22D1;SGK1;ABCA1;B4GALT5","CD56_dim_CD16__NK","Down with age"
"UNFOLDED PROTEIN RESPONSE",0.0075642965204236,0.023727624899813,0.291090917251384,-0.326392508294657,-1.49942033226258,110,"DCP2;CKS1B;EXOSC4;IFIT1;EIF4G1;TARS1;H2AX;CNOT2;MTHFD2;PDIA5;ATP6V0D1;DNAJA4;KHSRP;SLC1A4;SHC1;GEMIN4;KIF5B;TATDN2;EXOSC1;DCTN1;NFYA;EEF2;CNOT6;ALDH18A1;BANF1;YWHAZ;HYOU1;VEGFA;HSPA5;LSM1;EIF4A3;EIF4A1;SLC7A5;CALR;PARN;ERN1;FUS;CXXC1;IARS1","CD56_dim_CD16__NK","Down with age"
"UV RESPONSE UP",0.00126399909655544,0.00619359557312164,0.45505986738723,-0.339494951300179,-1.59610934272539,125,"E2F5;CNP;MARK2;TAP1;ARRB2;CDC34;BAK1;GCH1;TARS1;STARD3;RPN1;FKBP4;PTPRD;H2AX;STK25;HMOX1;CHKA;HNRNPU;LYN;GGH;PPIF;PPAT;STIP1;NAT1;CDK2;GRINA;ALAS1;ACAA1;MGAT1;POLR2H;MRPL23;HYAL2;CDC5L;BID;CCNE1;ATP6V1F;BTG3;KLHDC3;PSMC3;CASP3;TST;JUNB;DDX21;IRF1;RXRB;NXF1;DNAJB1;CREG1;TFRC;CYB5B","CD56_dim_CD16__NK","Down with age"
